FSA,Loss Dates,Number of Exposure_at_claim,$ Average Exposure_at_claim,Loss Frequency,Total $ Loss,event_start,event_end,climate_days_available,window_coverage_fraction,fwi_mean,fwi_max,fwi_p95,days_fwi_above_30,dc_max,dmc_max,ffmc_max,isi_max,bui_mean,Number of Exposure_current_portfolio,$ Average Exposure_current_portfolio,dominant_fuel_code,dominant_fuel_pct,n_valid_pixels,n_fuel_classes_present
T6M,"July 22 - August 17, 2024",15400,119213.9786750954,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.1984411858987865,1.745244889488507,0.8096733145508574,0,196.1980428750448,4.880965046408534,80.63319812348458,2.1151717614025034,3.2100151671000567,13400,106537.94898471003,101.0,0.3663585470641843,46086.0,12.0
T6P,"July 22 - August 17, 2024",600,48640.872948787015,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.15651916386960013,1.0450410003073225,0.6996898800791277,0,192.4603718182805,4.116677247746649,78.50843720992084,1.7085162169547148,3.2481801511638357,1000,43742.04337005211,101.0,0.7955836466917353,12499.0,10.0
T6R,"July 22 - August 17, 2024",19100,122541.92796269196,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.19836396359701045,1.7449045181274414,0.8091212302446362,0,196.21018981933597,4.880082607269287,80.6327896118164,2.1151201725006104,3.2085128912219294,22100,108485.14266658436,101.0,0.759915078146174,22138.0,11.0
T6T,"July 22 - August 17, 2024",17000,94224.62941564088,0.00176,23755.436651271244,2024-07-22,2024-08-17,27,1.0,0.13264022042578197,0.7408091425895691,0.624788451194763,0,197.79124450683597,3.89182448387146,77.8631820678711,1.6026129722595217,2.8242953099586345,14000,84416.00954394757,101.0,0.6694073110138412,16906.0,11.0
T6V,"July 22 - August 17, 2024",7200,96380.67564755343,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.2634941444160227,2.031977653503418,1.289171773195266,0,185.9653167724609,5.62434196472168,80.97733306884766,2.158630847930908,4.475549710017663,8600,85949.91934608093,101.0,0.6382556987115956,17153.0,9.0
T6W,"July 22 - August 17, 2024",41300,100181.0522777858,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.19623521043125952,1.7113728498804697,0.80385752963266,0,196.2613992454709,4.845194059010836,80.47603537197402,2.0915820805717407,3.1960683110293417,27500,89259.23242646614,101.0,0.5060149052285664,51123.0,11.0
T6X,"July 22 - August 17, 2024",20600,96228.8152829094,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.13291135942513757,0.7417095362832512,0.6278182592322378,0,197.78472196923823,3.891752232034321,77.86925083662734,1.6035180145993044,2.825880374434453,16600,85528.87907367297,31.0,0.6313463643038221,72187.0,11.0
T6Y,"July 22 - August 17, 2024",100,100590.68831788495,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.19836396359701045,1.7449045181274414,0.8091212302446362,0,196.21018981933597,4.880082607269287,80.6327896118164,2.1151201725006104,3.2085128912219294,100,111114.69992627812,31.0,0.8511531013438178,68164.0,11.0
T7A,"July 22 - August 17, 2024",5100,98551.51859790969,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.18334112044923515,1.4381059687396345,0.8253742010679629,0,119.13176101932868,4.930347033322602,81.29195962614196,1.9612680202612875,2.645209254795937,6600,82091.78462202376,2.0,0.2594816034781021,2410510.0,13.0
T7E,"July 22 - August 17, 2024",6500,87958.52077306404,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.13709941577771076,0.7021811793563935,0.5157717436651509,0,143.3340845529027,3.8250696611448975,78.59065826221264,1.3804433369686246,2.5867664242686454,6400,73820.08072547406,2.0,0.2425730340223548,8788986.0,14.0
T7N,"July 22 - August 17, 2024",3700,81630.1376441537,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.12773582007904474,0.8268136683062755,0.5858362693588816,0,158.36837444405913,4.483925879225656,78.49625698903931,1.6671161326045283,2.5472221892473037,4700,75945.14474920777,31.0,0.7223782042401677,1162171.0,12.0
T7P,"July 22 - August 17, 2024",3200,79486.02073892108,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.1164841000260467,0.7463845602256252,0.5997718727100952,0,150.00977420852283,4.581581049539031,77.75450475260277,1.589110288693906,2.406566184233366,3900,71249.37950176964,31.0,0.8706184978793815,841264.0,12.0
T7S,"July 22 - August 17, 2024",5000,90934.81486222077,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.11341730318982313,0.6562890889337505,0.48375378495766713,0,137.28679233045588,3.605838802164152,77.15838788870434,1.3303367502273329,2.448603103946017,5500,74519.43935433593,2.0,0.2690810596953604,2628680.0,14.0
T7V,"July 22 - August 17, 2024",5000,90491.90878472743,0.00602,2862.9601147462035,2024-07-22,2024-08-17,27,1.0,0.12056857186740087,0.5657573467250794,0.45966703270251247,0,157.5941634545798,3.5553806016017724,76.2191437796336,1.147798064094916,2.4286817564226117,6000,76599.96278906854,3.0,0.3604440219827624,4909847.0,14.0
T7X,"July 22 - August 17, 2024",19800,96664.37489729736,0.0005,737.7549751506659,2024-07-22,2024-08-17,27,1.0,0.2849928890348297,2.2472720912429582,1.440745446665609,0,185.00687596992867,5.611114296695997,81.49045251778945,2.310030918358245,3.945526482350606,21400,82279.4413523703,31.0,0.5817357188569521,359390.0,12.0
T7Y,"July 22 - August 17, 2024",7600,126294.42049274316,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.260117854381309,2.1863575167435787,1.2900588470382228,0,175.70399875868722,5.298520264092648,81.5925042731888,2.3386212606161174,3.5147250369565977,4000,113675.41795108643,31.0,0.5289405008533837,959123.0,12.0
T7Z,"July 22 - August 17, 2024",9000,88170.37364863833,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.30433757156005314,2.342664914228756,1.5847671940061956,0,178.4090072954728,5.745965456673873,81.72236120546212,2.350295259449156,4.120046340876196,12700,82470.417674773,31.0,0.4445839948813953,42199.0,12.0
T8A,"July 22 - August 17, 2024",15800,110938.0731331371,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.15690119377561557,1.1267492086329118,0.6879668225175928,0,184.7312611577217,5.275914316070677,79.7136456435408,1.8872444937609565,3.4378161165478827,23700,98368.48227457308,101.0,0.7142101551480959,45376.0,11.0
T8B,"July 22 - August 17, 2024",3300,173741.46727499863,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.13566261983167782,0.7590610049607364,0.6514749793058432,0,196.66887861708852,3.872109858686169,77.91528711577374,1.614158782919628,2.8840917095014706,3000,154912.4554775575,31.0,0.4731821831256327,114588.0,12.0
T8C,"July 22 - August 17, 2024",1600,148692.3866362297,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.11096479927339749,0.6281675918574204,0.5177299805443374,0,191.3061323264516,3.3012905944779827,76.549179186877,1.460834635408134,2.5988811890968724,1700,115518.45823750675,31.0,0.3734561113515277,140959.0,12.0
T8E,"July 22 - August 17, 2024",3200,130005.85310068344,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.1273182124366811,0.7902257197045353,0.5864481943744767,0,185.3379945057328,4.600301319999486,77.34043389676,1.613904034466658,3.021160208605242,3800,109792.88669279242,31.0,0.5483720355921871,259158.0,12.0
T8G,"July 22 - August 17, 2024",2000,115737.60118639575,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.11348538575191419,0.6333318615802529,0.5432986271623403,0,185.65210836923336,3.645153660940421,76.0988082244323,1.433365525319163,2.7075760935719164,2200,95753.76277698566,11.0,0.3736328330009447,333445.0,12.0
T8H,"July 22 - August 17, 2024",13000,91795.42679693032,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.1800175936995927,1.3778357986775678,0.7677452297436886,0,186.9404489808732,5.3381682126947165,80.20228455141478,1.9826435370671092,3.6718648835491896,13600,84206.78957936486,101.0,0.8474600355239786,42225.0,11.0
T8L,"July 22 - August 17, 2024",12600,95627.73148410628,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.12750581229229835,0.8587730134808872,0.5928203854897987,0,179.53913482480186,4.7306079760754365,78.74228618563139,1.716267556858611,2.8898947995357998,13700,83056.00385939679,31.0,0.6536232568760384,507996.0,12.0
T8N,"July 22 - August 17, 2024",28200,106096.02420902578,0.00106,4159.696501791904,2024-07-22,2024-08-17,27,1.0,0.2634941444160227,2.031977653503418,1.289171773195266,0,185.9653167724609,5.62434196472168,80.97733306884766,2.158630847930908,4.475549710017663,31300,92556.94631477408,101.0,0.6473235478419384,52663.0,11.0
T8R,"July 22 - August 17, 2024",5900,93579.30969956504,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.22178149676844996,1.6322393213165738,0.9665454627715786,0,176.63073329119933,5.08502116281715,80.34669273387097,2.015303981929992,3.932384919522438,6700,82297.77415703825,31.0,0.8241055132401375,784584.0,12.0
T8S,"July 22 - August 17, 2024",3600,84880.00332888124,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.7583068467190237,3.526132144957331,1.893067346783198,0,276.24781698993354,9.567616933857966,82.26088217148067,2.658827938935066,9.590374893769994,4400,72072.96670379165,101.0,0.3632159373888296,30921.0,13.0
T8T,"July 22 - August 17, 2024",3000,169858.75682009725,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.2615943105405547,1.9821424561884489,1.289914168265892,0,183.9970457949528,5.4625515100076365,80.9603030537456,2.163911300592666,4.202696101456418,2700,143696.90505246125,31.0,0.7601321948580434,425130.0,12.0
T8V,"July 22 - August 17, 2024",16100,71701.14931244898,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.3312324129745498,2.4825339866149667,0.713064413278215,0,247.58902476306176,5.472155684726421,81.98714947657449,2.492107221197868,5.34388433349038,24200,72875.57265776674,101.0,0.5254465110808677,59517.0,12.0
T8W,"July 22 - August 17, 2024",10100,110069.88282856376,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.32653445979865103,2.400386581422395,0.6910613051883625,0,249.26935059856584,5.481652485881102,81.76969331612017,2.4316584167411848,5.415821583648455,10700,93803.9590766589,11.0,0.2840669495980964,368994.0,13.0
T8X,"July 22 - August 17, 2024",11100,97812.46022166545,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.35027134503885626,2.586385578386112,0.7239574387014251,0,252.6420489155345,5.641092599805178,82.11788488056501,2.5391098674854726,5.608173028202098,9600,88879.13642689475,31.0,0.682753964674834,374747.0,12.0
T9A,"July 22 - August 17, 2024",6600,86837.84395867241,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.1405368967396841,0.6333585988478985,0.5409325043171059,0,177.65548244400242,3.688394927382033,76.48638725842811,1.4261686625538192,2.686899110577398,7600,77654.18331535641,31.0,0.8258632224460256,1115066.0,11.0
T9C,"July 22 - August 17, 2024",3400,91938.61915714272,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.09592443935846008,0.4818447637833755,0.4480417358356748,0,174.0626322986698,3.3662407680203508,72.12686344860406,1.1851361363388069,2.3520532540306367,3400,80476.91886282063,31.0,0.9008646013073104,648507.0,12.0
T9E,"July 22 - August 17, 2024",14700,88900.67751104115,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.18492209395837594,1.4911073247134996,0.775763350761888,0,193.7215630753388,4.667188642434327,79.56732723986678,1.951340700748624,3.0820480391052905,15800,81016.8989083656,101.0,0.5594682686777018,46941.0,11.0
T9G,"July 22 - August 17, 2024",2700,96577.1092802203,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.20308043832058562,1.782288815290222,0.8437332397374224,0,195.0139027592744,4.909127505200108,80.70735472765557,2.1350246320961905,3.2242275622275796,3300,80444.14923669066,31.0,0.4408804623076424,15401.0,11.0
T9H,"July 22 - August 17, 2024",11900,77259.06267794753,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.4469448143214262,2.1377391402439625,1.779191920502116,0,222.24828303124804,7.894590918461612,81.40474638717713,1.9332065833174183,5.302347294948305,17400,70804.31346021053,2.0,0.397761934210035,25332678.0,13.0
T9J,"July 22 - August 17, 2024",1900,80626.48507399707,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.3043521632014122,0.8882697224617004,0.8596065163612365,0,206.279296875,7.357796669006348,79.63085174560547,1.6228702068328855,4.89860506190194,1500,73829.05928921171,11.0,0.2724881641241451,5703.0,11.0
T9K,"July 22 - August 17, 2024",17800,96723.79984962918,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.30447706143474523,1.1022995426159696,0.8461124898454491,0,221.68370449831556,7.421185765770815,80.03498208093784,1.5334431880397106,5.11010862591719,20300,83074.9152182761,101.0,0.3800939387161708,44710.0,12.0
T9M,"July 22 - August 17, 2024",8500,87251.96106171633,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.08994130518071938,0.6994804632476541,0.4017784593039484,0,150.4799231269043,4.026653265940955,75.15157986917863,1.3420435296075242,2.2685031682997043,9400,74499.94683864542,11.0,0.6558212408030262,543793.0,12.0
T9N,"July 22 - August 17, 2024",6300,98380.80197617967,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.07714934280604888,0.5695978943868637,0.37357565757251954,0,153.74533003632783,3.4362991016775544,71.96250096199287,1.17506148484144,2.0247484478072604,6400,90017.57373052892,31.0,0.451300821050549,353815.0,12.0
T9S,"July 22 - August 17, 2024",3800,90355.83633817824,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.04276890743914731,0.4182206061263762,0.2850509249699205,0,117.62887744987948,2.118952935997706,71.2553464322358,1.0593871683944327,1.3480994627525504,4500,79002.2480585502,31.0,0.3843792659253377,2339762.0,13.0
T9V,"July 22 - August 17, 2024",10600,98674.47753716796,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.12105223116545327,0.7361631326326742,0.48170191052897054,0,161.76911379562864,5.598082653898818,72.78684009258231,1.23311263661253,3.2192231055836658,10800,92203.4654093755,31.0,0.764067533735753,208903.0,11.0
T9W,"July 22 - August 17, 2024",4500,94931.83241561535,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.13321430028801043,0.874507617639575,0.5060330953673691,0,215.39221133073835,4.678332696721336,78.3130847032784,1.733582372554961,3.0822088364164753,4600,82093.54280024087,31.0,0.3849424239596716,835938.0,11.0
T9X,"July 22 - August 17, 2024",3000,97260.7017220186,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.09457962870594006,0.522208627953753,0.45979052942944737,0,184.95764730117813,4.467740018394569,74.446401507053,1.3023048712519156,2.57803275986683,3600,85618.24476689688,31.0,0.8069744722324469,863922.0,10.0
